title,url,servings,ingredients,calories,carbohydrates,proteins,fats,tags
Corazones marmolados,https://recetas.lidl.es/recetas/corazones-marmolados,8,"[""4 uds huevos"", ""8 uds d\u00e1tiles"", ""1 ud naranja"", ""200 g harina"", ""15 g cacao en polvo"", ""100 ml aceite de oliva"", ""50 g frutos rojos""]",285 kCal,28.7 g,6.4 g,16.1 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Recetas para ni\u00f1os a partir de 2 a\u00f1os""]"
Cóctel sin alcohol,https://recetas.lidl.es/recetas/coctel-sin-alcohol,6,"[""0.5 ud naranja"", ""2 cucharadas panela"", ""200 ml zumo de naranja"", ""200 ml zumo de pi\u00f1a"", ""200 ml zumo de melocot\u00f3n"", ""0.5 ud naranja""]",70 kCal,16.8 g,0.7 g,0.03 g,"[""Bebidas"", ""Recetas para ni\u00f1os a partir de 2 a\u00f1os""]"
Pizza de embutidos,https://recetas.lidl.es/recetas/pizza-de-embutidos,4,"[""400 ml tomate triturado"", ""1 ud diente de ajo"", ""1 cucharadita albahaca"", ""10 ml aceite de oliva virgen extra"", ""1 cucharadita pimienta""]",419 kCal,50.2 g,15.9 g,10.9 g,"[""Segundos"", ""Primeros"", ""Pasta y Pizza"", ""La Cocina de Lidl""]"
Bocadillo de pata asada a la plancha con queso y manzana,https://recetas.lidl.es/recetas/bocadillo-de-pata-asada-a-la-plancha-con-queso-y-manzana,3,"[""200 g pata asada"", ""100 g queso fresco"", ""3 uds barras de pan"", ""30 g r\u00facula"", ""1 ud tomate"", ""1 ud manzana"", ""0.5 ud cebolla"", ""10 g aceite de oliva""]",650 kCal,63 g,31 g,29 g,"[""Segundos"", ""Primeros"", ""Canarias"", ""Regiones de Espa\u00f1a"", ""Recetas de bocadillos y tostadas""]"
Dos ensaladas de invierno,https://recetas.lidl.es/recetas/dos-ensaladas-de-invierno,4,"[""1 ud calabaza"", ""20 ml aceite de oliva virgen extra"", ""3 uds naranjas"", ""100 g queso feta"", ""200 g d\u00fao can\u00f3nigos y r\u00facula"", ""100 g almendras"", ""1 ud aguacate""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Sin gluten"", ""Vegetariana"", ""La Cocina de Lidl""]"
Lasaña de calabacín y carne con queso,https://recetas.lidl.es/recetas/lasana-de-calabacin-y-carne-con-queso,6,"[""120 g cebollas"", ""200 g setas"", ""500 g carne picada"", ""600 ml salsa de tomate""]",314 kCal,12.1 g,18.1 g,20.8 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Sin gluten"", ""La Cocina de Lidl""]"
Tabla de embutidos,https://recetas.lidl.es/recetas/tabla-de-embutidos,8,"[""100 g mortadella"", ""100 g salami"", ""60 g salchich\u00f3n"", ""100 g chorizo"", ""60 longaniza"", ""80 g lomos de cerdo"", ""90 g jam\u00f3n"", ""80 g jam\u00f3n serrano""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""La Cocina de Lidl"", ""Recetas con embutidos y quesos""]"
¡Así sabe Italia!,https://recetas.lidl.es/recetas/asi-sabe-italia,12,"[""1 pizza (diavola)"", ""1 pizza (arrabiata al horno)"", ""1 pizza (prosciutto y pesto)""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Segundos"", ""Postres"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Pasta y Pizza"", ""Postres y Dulces"", ""Italia"", ""Recetas del Mundo"", ""La Cocina de Lidl""]"
2 recetas BIO con salmón y aguacate,https://recetas.lidl.es/recetas/2-recetas-bio-con-salmon-y-aguacate,4,"[""100 g salm\u00f3n"", ""300 g aguacates"", ""2 uds huevos"", ""1 ud cebolleta"", ""0.5 ud lim\u00f3n"", ""1 ud pimiento rojo"", ""2 uds zanahorias"", ""80 g mayonesa"", ""100 g mangos"", ""40 g cebollinos""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Segundos"", ""Primeros"", ""Bio"", ""La Cocina de Lidl"", ""Recetas de bocadillos y tostadas""]"
Tabla de embutidos variados,https://recetas.lidl.es/recetas/tabla-de-embutidos-variados,10,"[""2 rodajas pi\u00f1as"", ""70 g jam\u00f3n serrano"", ""30 g uvas rojas"", ""80 g queso brie"", ""10 pan tostado"", ""150 g pechuga de pavo"", ""1 r\u00facula"", ""150 g pepino""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Recetas con embutidos y quesos""]"
Bizcocho de café y chocolate,https://recetas.lidl.es/recetas/bizcocho-de-cafe-y-chocolate,10,"[""3 uds huevos"", ""60 g az\u00facar"", ""100 ml aceite de oliva"", ""2 uds c\u00e1psulas de caf\u00e9"", ""200 g harina de trigo"", ""20 g cacao en polvo"", ""15 g levadura"", ""3 g sal""]",230 kCal,26.7 g,4.7 g,11.6 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Cumplea\u00f1os"", ""San Valent\u00edn"", ""D\u00eda de la Madre"", ""D\u00eda del Padre""]"
Trufas de pistacho o avellanas,https://recetas.lidl.es/recetas/trufas-de-pistacho-o-avellanas,12,"[""150 g galletas"", ""15 ml leche condensada"", ""60 ml leche de almendras"", ""40 g pistachos"", ""150 g chocolate blanco""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Recetas con productos Vemondo""]"
Hamburguesa Wellington,https://recetas.lidl.es/recetas/hamburguesa-wellington,4,"[""2 hamburguesas"", ""1 hojaldre"", ""1 huevo"", ""2 cebollas"", ""2 pimientos rojos""]",557 kCal,40.1 g,25.3 g,32.1 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Bio""]"
Pollo al ajillo con salsa de cacahuete y requesón,https://recetas.lidl.es/recetas/pollo-al-ajillo-con-salsa-de-cacahuete-y-requeson,4,"[""600 g pollo"", ""1 ud cebolla"", ""100 g crema de cacahuete"", ""100 g tomate frito"", ""200 ml nata"", ""50 g reques\u00f3n"", ""15 g albahaca"", ""20 g cacahuetes tostados sin sal"", ""30 ml aceite de oliva""]",565 kCal,10 g,44 g,38 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Canarias"", ""Regiones de Espa\u00f1a""]"
Crema de tomate con garbanzos,https://recetas.lidl.es/recetas/crema-de-tomate-con-garbanzos,2,"[""1 ud cebolla"", ""1 g ajo"", ""30 ml aceite de oliva virgen extra"", ""1 ud apio"", ""500 g tomates"", ""200 g garbanzos"", ""500 ml caldo de verduras""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Sopas y Cremas"", ""Vegetariana""]"
Postre para San Valentín,https://recetas.lidl.es/recetas/postre-para-san-valentin,12,"[""100 g frutas congeladas"", ""60 g queso de untar"", ""2 uds huevos"", ""50 g az\u00facar"", ""50 g harina de trigo"", ""6 g levadura""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""La Cocina de Lidl""]"
Gofres dulces y salados,https://recetas.lidl.es/recetas/gofres-dulces-y-salados,2,"[""2 uds gofre"", ""1 ud salchicha""]",540 kCal,48 g,15 g,31 g,"[""Desayunos y Meriendas"", ""Postres y Dulces"", ""USA"", ""Recetas del Mundo""]"
Pastel de boloñesa vegana,https://recetas.lidl.es/recetas/pastel-de-bolonesa-vegana,4,"[""2 uds aceite de oliva virgen extra"", ""1 ud zanahorias"", ""100 g pimiento rojo"", ""150 g puerros"", ""375 champi\u00f1ones"", ""350 g rulo vegetal"", ""30 g salsa""]",540 kCal,53.8 g,25 g,16.6 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Vegana"", ""Recetas con productos Vemondo""]"
Bocados de arroz crujiente con salmón,https://recetas.lidl.es/recetas/bocados-de-arroz-crujiente-con-salmon,4,"[""100 g salm\u00f3n"", ""1 ud aguacate"", ""50 g tomates cherry"", ""20 g cebollas"", ""0.5 ud lima"", ""1 cucharada mayonesa"", ""1 cucharada salsa de soja"", ""1 cucharadita chile picado"", ""10 g pistachos"", ""1 taza arroz redondo"", ""1.5 tazas agua"", ""1 cucharada vinagre de manzana"", ""1 cucharadita az\u00facar"", ""2 cucharadas aceite de oliva""]",380 kCal,44 g,11 g,17 g,"[""Aperitivos"", ""Segundos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Canarias""]"
Sushi balls y gyozas,https://recetas.lidl.es/recetas/sushi-balls-y-gyozas,4,"[""200 g empanadillas"", ""100 ml agua"", ""20 g harina de ma\u00edz"", ""0.5 ud cebolleta"", ""30 ml aceite de oliva virgen extra""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Sin lactosa"", ""Asia"", ""La Cocina de Lidl""]"
Sopa de fideos,https://recetas.lidl.es/recetas/sopa-de-fideos,4,"[""2 uds zanahorias"", ""2 uds cebollas"", ""1 ud puerro"", ""1 ud muslo de pollo"", ""1 ud pollo"", ""2 uds alitas de pollo"", ""80 g aceite de oliva""]",119 kCal,15.2 g,6.8 g,3.4 g,"[""Primeros"", ""Sopas y Cremas"", ""Recetas para ni\u00f1os a partir de 2 a\u00f1os""]"
Bizcocho de boniato,https://recetas.lidl.es/recetas/bizcocho-de-boniato,10,"[""150 g d\u00e1tiles"", ""4 uds huevos"", ""70 ml aceite de oliva"", ""110 ml leche"", ""280 g harina"", ""0.5 cucharadas levadura"", ""50 g cocos"", ""4 uds sal"", ""20 g casta\u00f1as de avellino"", ""20 g almendras"", ""100 g avellanas""]",364 kCal,43.6 g,7.8 g,15.6 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Cumplea\u00f1os"", ""Recetas para ni\u00f1os a partir de 3 a\u00f1os""]"
Barritas energéticas XXL de nueces y plátano,https://recetas.lidl.es/recetas/barritas-energeticas-xxl-de-nueces-y-platano,8,"[""75 g nueces"", ""1 ud pl\u00e1tano"", ""50 g crema de cacahuete"", ""150 g muesli granola"", ""2 cucharadas sirope de agave"", ""2 cucharadas aceite de coco""]",350 kCal,23 g,7 g,26 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Canarias""]"
Guiso de sepia con alubias,https://recetas.lidl.es/recetas/guiso-de-sepia-con-alubias,2,"[""1 ud cebolla dulce"", ""200 g tomate triturado"", ""1 ud diente de ajo"", ""300 g alubias blancas"", ""400 g sepias"", ""1 ud aceite de oliva virgen extra"", ""1 ud caldo de pescado""]",373 kCal,22.1 g,39.9 g,12.2 g,"[""Segundos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Sin lactosa""]"
Tortelloni de espinacas y ricota con salsa de avellanas,https://recetas.lidl.es/recetas/tortelloni-de-espinacas-y-ricota-con-salsa-de-avellanas,2,"[""300 g tortelloni de espinacas y ricota"", ""1 ud diente de ajo"", ""1 ud cebolla dulce"", ""100 g champi\u00f1ones"", ""60 g avellanas tostadas"", ""400 ml bebida de avellana"", ""60 g queso fresco"", ""10 ml salsa de soja""]",795 kCal,74.1 g,27.5 g,41.4 g,"[""Segundos"", ""Primeros"", ""Pasta y Pizza"", ""Vegetariana""]"
Espaguetis con albóndigas,https://recetas.lidl.es/recetas/espaguetis-con-albondigas,4,"[""20 ml aceite de oliva virgen extra"", ""1 ud diente de ajo"", ""1 ud cebolla dulce"", ""800 g tomates""]",563 kCal,61.9 g,23.3 g,28.1 g,"[""Primeros"", ""Pasta y Pizza""]"
Chuletas de pavo al ajillo con tabulé de papaya,https://recetas.lidl.es/recetas/chuletas-de-pavo-al-ajillo-con-tabule-de-papaya,3,"[""600 g filetes de pavo"", ""80 g perejil"", ""100 g papayas"", ""50 g pepinos"", ""75 g tomates"", ""30 g cebollas"", ""5 g hierbabuena"", ""30 g cusc\u00fas"", ""1 ud lim\u00f3n"", ""1 cucharadita sal"", ""2 cucharadas aceite de oliva virgen extra""]",367 kCal,21 g,38 g,13 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Canarias"", ""Regiones de Espa\u00f1a""]"
Salmón al horno con piña y verdura,https://recetas.lidl.es/recetas/salmon-al-horno-con-pina-y-verdura,4,"[""1 kg salm\u00f3n"", ""1 ud pi\u00f1a"", ""1 cucharada chile picado"", ""2 cucharadas miel"", ""0.5 ud lim\u00f3n""]",578 kCal,29 g,50 g,28 g,"[""Segundos"", ""Primeros"", ""Pescado y Marisco"", ""Canarias"", ""Regiones de Espa\u00f1a""]"
Bacalao con mojo rojo y parmentier de guisante,https://recetas.lidl.es/recetas/bacalao-con-mojo-rojo-y-parmentier-de-guisante,3,"[""500 g bacalao"", ""30 g mojo"", ""30 g queso grana padano""]",490 kCal,19 g,46 g,25 g,"[""Segundos"", ""Primeros"", ""Pescado y Marisco"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Costillas de cerdo al vino con quenelle de patata,https://recetas.lidl.es/recetas/costillas-de-cerdo-al-vino-con-quenelle-de-patata,4,"[""2 uds patatas"", ""60 g mantequilla"", ""300 ml leche""]",N/A,35.1 g,42.2 g,63.9 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Sin gluten"", ""Navidad""]"
Corona de hojaldre vegetariana,https://recetas.lidl.es/recetas/corona-de-hojaldre-vegetariana,8,"[""20 ml aceite de oliva virgen extra"", ""1 ud cebolla dulce"", ""100 g br\u00f3coli"", ""1 ud calabac\u00edn"", ""120 g esparragos"", ""1 ud hojaldre"", ""1 ud huevo"", ""200 ml tomate frito"", ""20 g tomates cherry"", ""90 g queso de cabra"", ""10 g aceitunas negras""]",223 kCal,16.5 g,6.5 g,13.9 g,"[""Segundos"", ""Primeros"", ""Pan y Masas"", ""Vegetariana"", ""Navidad""]"
3 Aperitivos navideños,https://recetas.lidl.es/recetas/3-aperitivos-navidenos,9,"[""18 uds hojaldre"", ""105 g cebolla caramelizada"", ""120 g mousse"", ""70 g lomos de cerdo""]",435 kCal,32.6 g,19 g,24.5 g,"[""Aperitivos"", ""Pan y Masas"", ""La Cocina de Lidl"", ""Navidad""]"
Menú Estrella,https://recetas.lidl.es/recetas/menu-estrella,4,"[""70 g membrillo el quijote"", ""25 ml agua"", ""40 g pat\u00e9"", ""5 ml aceite de oliva virgen extra"", ""5 ml vinagre"", ""1 ud calabac\u00edn"", ""30 g frambuesas"", ""30 g ar\u00e1ndanos"", ""14 g alcaparras""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Segundos"", ""Postres"", ""Primeros"", ""Sopas y Cremas"", ""Postres y Dulces"", ""Carne y Aves"", ""Pescado y Marisco"", ""La Cocina de Lidl"", ""Navidad""]"
Roast beef con ensalada cítrica y salsa de yogurt,https://recetas.lidl.es/recetas/roast-beef-con-ensalada-citrica-y-salsa-de-yogurt,8,"[""1.2 kg roast beef de a\u00f1ojo"", ""2 cucharadas mostaza de dijon""]",294 kCal,12 g,34 g,11 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Canarias""]"
Vasitos de turrón y merengue,https://recetas.lidl.es/recetas/vasitos-de-turron-y-merengue,6,"[""250 g turrones blandos"", ""30 g harina de ma\u00edz"", ""500 ml leche""]",595 kCal,50 g,11 g,33 g,"[""Postres"", ""Postres y Dulces"", ""Canarias""]"
Paletilla de cordero con cuscús de verdura y manzana,https://recetas.lidl.es/recetas/paletilla-de-cordero-con-cuscus-de-verdura-y-manzana,4,"[""1 kg paletilla de cordero"", ""1 cucharada aceite de oliva virgen extra"", ""1 cucharada romero"", ""1 cucharadita canela molida"", ""3 uds dientes de ajo"", ""1 ud lim\u00f3n"", ""1 vaso vino blanco""]",574 kCal,44 g,33 g,28 g,"[""Segundos"", ""Primeros"", ""Canarias""]"
Redondo con crema de setas y pastel de verduras,https://recetas.lidl.es/recetas/redondo-con-crema-de-setas-y-pastel-de-verduras,12,"[""1 ud calabac\u00edn"", ""4 uds zanahorias"", ""2 uds pimientos verdes"", ""10 ml aceite de oliva virgen extra"", ""30 g espinacas"", ""12 uds huevos"", ""160 g harina de trigo"", ""800 ml nata""]",765 kCal,22.6 g,56 g,49.8 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""La Cocina de Lidl"", ""Navidad""]"
Arroz caldoso de vieiras y gambones,https://recetas.lidl.es/recetas/arroz-caldoso-de-vieiras-y-gambones,7,"[""20 ml aceite de oliva virgen extra"", ""500 g vieiras con concha"", ""1500 g gambas"", ""210 g sofrito para fumet"", ""1 ud lim\u00f3n"", ""700 g arroz"", ""3 l caldo de navidad"", ""70 g mayonesa""]",837 kCal,86.5 g,60.1 g,84.6 g,"[""Segundos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""Pescado y Marisco"", ""Navidad"", ""La Cocina de Lidl""]"
Aleta de vacuno rellena de almogrote y espinacas,https://recetas.lidl.es/recetas/aleta-de-vacuno-rellena-de-almogrote-y-espinacas,6,"[""200 g espinacas"", ""200 g jam\u00f3n serrano"", ""50 g mezcla de frutos secos"", ""2 uds dientes de ajo"", ""1 ud cebolla dulce"", ""500 g patatas"", ""60 g pat\u00e9"", ""1 cucharadita piment\u00f3n"", ""1 kg filete de vacuno""]",442 kCal,15 g,50 g,19 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Canarias""]"
Brownie de chocolate blanco con helado,https://recetas.lidl.es/recetas/brownie-de-chocolate-blanco-con-helado,5,"[""85 g mantequilla"", ""120 g chocolate blanco"", ""50 g az\u00facar"", ""50 g panela"", ""2 uds huevos"", ""40 g pistachos"", ""130 g harina de trigo""]",510 kCal,52.3 g,8.7 g,28.7 g,"[""Postres"", ""Postres y Dulces"", ""La Cocina de Lidl"", ""Navidad""]"
Tarta helada de turrón y chocolate,https://recetas.lidl.es/recetas/tarta-helada-de-turron-y-chocolate,1,"[""12 hojas gelatina"", ""900 ml nata para montar"", ""300 g turrones blandos"", ""200 g chocolate negro"", ""60 g galletas de avena""]",656 kCal,29.8 g,8.5 g,50.5 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Navidad""]"
Ensalada templada con mozzarella,https://recetas.lidl.es/recetas/ensalada-templada-con-mozzarella,2,"[""250 g mozzarella"", ""300 g calabazas"", ""300 g patatas"", ""300 g berenjenas"", ""0.5 ud cebolla"", ""0.5 ud granada"", ""30 g pipas de calabaza"", ""1 cucharadita tomillo""]",663 kCal,33 g,30 g,44 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Vegetariana"", ""Recetas del Mundo"", ""Canarias""]"
Gallo con crema de calabaza y verduras,https://recetas.lidl.es/recetas/gallo-con-crema-de-calabaza-y-verduras,4,"[""20 ml aceite de oliva virgen extra"", ""1 ud diente de ajo"", ""400 g calabazas"", ""150 ml nata"", ""8 ml salsa de soja""]",320 kCal,23.9 g,33.5 g,17.05 g,"[""Segundos"", ""Primeros"", ""Pescado y Marisco"", ""Sin gluten"", ""La Cocina de Lidl""]"
Croquetas de boniato con salsa de champiñones,https://recetas.lidl.es/recetas/croquetas-de-boniato-con-salsa-de-champinones,10,"[""200 g champi\u00f1ones"", ""20 ml vino"", ""200 ml nata""]",323 kCal,32.1 g,7.6 g,14.5 g,"[""Aperitivos"", ""Fruta y Verdura"", ""Vegetariana""]"
Sopa de picadillo,https://recetas.lidl.es/recetas/sopa-de-picadillo,6,"[""0.5 ud pollo"", ""300 g carne picada"", ""2 uds cuartos trasero de pollo"", ""1 ud cebolla"", ""1 ud tomate"", ""0.5 ud pimiento rojo"", ""0.5 ud pimiento verde"", ""3 uds dientes de ajo"", ""0.5 cucharadita c\u00farcuma molida"", ""1 manojo perejil"", ""1 rama hierbabuena"", ""0.5 cucharadita sal"", ""2 huevos""]",340 kCal,5 g,39 g,18 g,"[""Segundos"", ""Primeros"", ""Recetas del Mundo"", ""Canarias""]"
Rollitos de berenjena rellenos de gamba,https://recetas.lidl.es/recetas/rollitos-de-berenjena-rellenos-de-gamba,4,"[""0.5 ud cebolla"", ""1 ud diente de ajo"", ""250 g gambas"", ""500 ml bechamel""]",1863 kCal,101.31 g,67.45 g,133.06 g,"[""Aperitivos"", ""Pescado y Marisco"", ""Fruta y Verdura""]"
Garbanzas con calabaza y jamón,https://recetas.lidl.es/recetas/garbanzas-con-calabaza-y-jamon,6,"[""500 g garbanzos"", ""300 g carne picada"", ""180 g taquitos de jam\u00f3n"", ""500 g calabazas"", ""1 ud puerro"", ""2 uds dientes de ajo"", ""2 uds tomates"", ""3 cucharadas aceite de oliva virgen extra"", ""1 cucharadita piment\u00f3n"", ""1 ud hoja de laurel"", ""0.5 cucharadita tomillo""]",496 kCal,48 g,36 g,14 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Carne y Aves"", ""Canarias"", ""Recetas del Mundo""]"
Sopa de habas y verduras,https://recetas.lidl.es/recetas/sopa-de-habas-y-verduras,4,"[""800 g caldo de verduras"", ""1 ud cebolla"", ""15 ml salsa de soja""]",269 kCal,42 g,8.2 g,8.2 g,"[""Segundos"", ""Primeros"", ""Sopas y Cremas"", ""Fruta y Verdura"", ""Sin lactosa"", ""Sin gluten"", ""Vegetariana"", ""Vegana""]"
Buñuelos rellenos de crema de castañas y cacao,https://recetas.lidl.es/recetas/bunuelos-rellenos-de-crema-de-castanas-y-cacao,4,"[""250 g casta\u00f1as de avellino"", ""250 ml leche"", ""1 cucharadas cacao en polvo"", ""2 cucharadas miel""]",415 kCal,61 g,11 g,14 g,"[""Desayunos y Meriendas"", ""Postres"", ""Canarias"", ""Recetas del Mundo"", ""Regiones de Espa\u00f1a""]"
Quiche de calabaza y gorgonzola,https://recetas.lidl.es/recetas/quiche-de-calabaza-y-gorgonzola,8,"[""500 g calabazas"", ""90 g queso gorgonzola"", ""4 uds huevos"", ""250 ml leche evaporada"", ""1 uds nuez moscada"", ""70 g pimienta""]",294 kCal,27.9 g,13.6 g,18.9 g,"[""Aperitivos"", ""Primeros"", ""Vegetariana"", ""Recetas con embutidos y quesos""]"
Crujiente de queso con picadito de verduras,https://recetas.lidl.es/recetas/crujiente-de-queso-con-picadito-de-verduras,4,"[""45 g harina de fuerza"", ""35 g queso gouda"", ""1 uds sal"", ""1 uds tomates"", ""1 uds pimientos rojos"", ""1 uds cebollas""]",150 kCal,14.2 g,5.7 g,7.8 g,"[""Aperitivos"", ""Fruta y Verdura"", ""Halloween"", ""Recetas con embutidos y quesos"", ""Recetas para ni\u00f1os a partir de 2 a\u00f1os""]"
Burger vegana de brócoli y zanahoria,https://recetas.lidl.es/recetas/burger-vegana-de-brocoli-y-zanahoria,2,"[""1 uds batatas"", ""10 ml aceite de oliva virgen extra""]",774 kCal,128.2 g,21.9 g,128.2 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Sin lactosa"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl""]"
Empanada terrorífica rellena de pollo,https://recetas.lidl.es/recetas/empanada-terrorifica-rellena-de-pollo,6,"[""30 ml aceite de oliva virgen extra"", ""1 uds dientes de ajo"", ""2 uds zanahorias"", ""0.5 uds pimientos rojos"", ""1 uds cebollas"", ""200 g champi\u00f1ones"", ""500 g pechugas de pollo"", ""300 ml piment\u00f3n dulce"", ""2 uds tomate frito"", ""1 uds masas para empanadas""]",584 kCal,45.4 g,32.7 g,30.2 g,"[""Aperitivos"", ""Primeros"", ""Pan y Masas"", ""Sin lactosa"", ""Halloween""]"
Huevos rellenos  terroríficos,https://recetas.lidl.es/recetas/huevos-rellenos-terrorificos,4,"[""4 uds huevos"", ""150 g at\u00fan"", ""250 g tomate frito"", ""40 g mayonesa"", ""5 g aceitunas negras"", ""5 g aceitunas""]",270 kCal,4.9 g,18.6 g,19.2 g,"[""Segundos"", ""Primeros"", ""L\u00e1cteos y Huevos"", ""Sin lactosa"", ""Sin gluten"", ""Halloween"", ""La Cocina de Lidl""]"
Crema de calabaza,https://recetas.lidl.es/recetas/crema-de-calabaza,4,"[""200 g calabazas"", ""1 uds patatas"", ""70 ml aceite de oliva virgen extra"", ""1 uds agua""]",168 kCal,9.5 g,1.9 g,13.5 g,"[""Primeros"", ""Sopas y Cremas"", ""Fruta y Verdura"", ""Recetas para ni\u00f1os a partir de 12 meses""]"
Tarta de galletas y chocolate,https://recetas.lidl.es/recetas/tarta-de-galletas-y-chocolate,10,"[""350 g tabletas de chocolate negro"", ""125 g tabletas de chocolate negro"", ""100 g queso de untar"", ""450 ml leche"", ""250 g galletas"", ""175 ml yogur vainilla"", ""5 g chocolate""]",440 kCal,37.1 g,8.5 g,27 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Cumplea\u00f1os"", ""La Cocina de Lidl""]"
2 aperitivos con pochas y garbanzos,https://recetas.lidl.es/recetas/2-aperitivos-con-pochas-y-garbanzos,2,"[""45 g panes"", ""150 g garbanzos"", ""20 g pepinillos"", ""120 g pisto""]",447 kCal,40.8 g,20.3 g,17.6 g,"[""Aperitivos"", ""Primeros"", ""Arroz, Legumbres y Cereales"", ""La Cocina de Lidl""]"
Ñoquis integrales con salsa de quesos y Bowl de yogur de cereza,https://recetas.lidl.es/recetas/noquis-integrales-con-salsa-de-quesos-y-bowl-de-yogur-de-cereza,2,"[""150 ml leche"", ""50 g queso de untar"", ""50 g queso feta"", ""100 g mozzarella de b\u00fafala"", ""50 g queso parmesano""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Postres y Dulces"", ""Pasta y Pizza"", ""Bio"", ""Vegetariana"", ""La Cocina de Lidl""]"
Bocaditos de brie con membrillo,https://recetas.lidl.es/recetas/bocaditos-de-brie-con-membrillo,4,"[""200 g queso brie"", ""100 g membrillo el quijote"", ""20 g harina de trigo"", ""1 ud huevo"", ""20 g pan rallado""]",499 kCal,26.3 g,12.9 g,38.2 g,"[""Aperitivos"", ""Vegetariana"", ""Recetas de bocadillos y tostadas""]"
Filetes de dorada con calabacín,https://recetas.lidl.es/recetas/filetes-de-dorada-con-calabacin,2,"[""1 ud diente de ajo"", ""10 ml aceite de oliva virgen extra"", ""500 g doradas"", ""0.5 ud calabac\u00edn"", ""1 ud lim\u00f3n"", ""250 ml nata"", ""10 g anacardos""]",665 kCal,23.8 g,57.2 g,60 g,"[""Segundos"", ""Pescado y Marisco"", ""Sin gluten""]"
Pasta fresca alla puttanesca,https://recetas.lidl.es/recetas/pasta-fresca-alla-puttanesca,4,"[""500 g pasta fresca rellena"", ""10 uds tomates"", ""6 uds dientes de ajo"", ""2 uds guindillas"", ""100 g anchoas en aceite"", ""30 g aceitunas negras"", ""20 g alcaparras"", ""3 g molino de especias"", ""2 g or\u00e9gano"", ""10 g queso parmesano"", ""15 ml aceite de oliva virgen extra""]",470 kCal,84.6 g,34.5 g,29.1 g,"[""Segundos"", ""Primeros"", ""Pasta y Pizza"", ""Italia"", ""Recetas del Mundo""]"
Coliflor gratinada con setas,https://recetas.lidl.es/recetas/coliflor-gratinada-con-setas,4,"[""1 ud coliflor"", ""200 g setas"", ""200 g setas"", ""1 ud diente de ajo"", ""1 ud cebolla"", ""25 ml aceite de oliva virgen extra"", ""3 g sal"", ""2 g pimienta"", ""2 uds huevos"", ""40 g queso emmental"", ""120 g yogur griego"", ""15 g queso parmesano"", ""1 g perejil""]",288 kCal,14.2 g,24.5 g,14.4 g,"[""Segundos"", ""Primeros"", ""Fruta y Verdura"", ""Sin gluten"", ""Vegetariana""]"
Tostas de pollo asado con verduras,https://recetas.lidl.es/recetas/tostas-de-pollo-asado-con-verduras,4,"[""125 g yogur natural"", ""250 g aguacates"", ""20 ml limas""]",745 kCal,44.6 g,51 g,54.9 g,"[""Aperitivos"", ""Postres"", ""Carne y Aves"", ""Recetas de bocadillos y tostadas""]"
